"","x"
"2627","TLR5"
"2628","TLR6"
"2629","TLR7"
"2630","TLR8"
"2631","TLR9"
"2632","TM4SF1"
"2633","TM4SF18"
"2634","TM4SF20"
"2635","TM4SF4"
"2636","TM4SF5"
"2637","TM7SF3"
"2638","TM9SF1"
"2639","TM9SF2"
"2640","TM9SF3"
"2641","TM9SF4"
"2642","TMC7"
"2643","TMCO3"
"2644","TMED7"
"2645","TMEFF1"
"2646","TMEFF2"
"2647","TMEM104"
"2648","TMEM106A"
"2649","TMEM106B"
"2650","TMEM108"
"2651","TMEM110"
"2652","TMEM114"
"2653","TMEM116"
"2654","TMEM123"
"2655","TMEM132A"
"2656","TMEM132B"
"2657","TMEM132C"
"2658","TMEM132D"
"2659","TMEM132E"
"2660","TMEM140"
"2661","TMEM145"
"2662","TMEM150A"
"2663","TMEM150B"
"2664","TMEM154"
"2665","TMEM158"
"2666","TMEM161A"
"2667","TMEM171"
"2668","TMEM178A"
"2669","TMEM178B"
"2670","TMEM179B"
"2671","TMEM182"
"2672","TMEM184A"
"2673","TMEM194A"
"2674","TMEM204"
"2675","TMEM211"
"2676","TMEM213"
"2677","TMEM217"
"2678","TMEM219"
"2679","TMEM225"
"2680","TMEM231"
"2681","TMEM235"
"2682","TMEM245"
"2683","TMEM25"
"2684","TMEM255A"
"2685","TMEM255B"
"2686","TMEM26"
"2687","TMEM27"
"2688","TMEM30A"
"2689","TMEM30C"
"2690","TMEM37"
"2691","TMEM62"
"2692","TMEM63A"
"2693","TMEM63B"
"2694","TMEM63C"
"2695","TMEM67"
"2696","TMEM87A"
"2697","TMEM87B"
"2698","TMEM8A"
"2699","TMEM8B"
"2700","TMEM9"
"2701","TMEM95"
"2702","TMEM9B"
"2703","TMIGD1"
"2704","TMIGD2"
"2705","TMPRSS11B"
"2706","TMPRSS11D"
"2707","TMPRSS11E"
"2708","TMPRSS13"
"2709","TMPRSS15"
"2710","TMPRSS5"
"2711","TMPRSS6"
"2712","TMX3"
"2713","TMX4"
"2714","TNFRSF10A"
"2715","TNFRSF10B"
"2716","TNFRSF10C"
"2717","TNFRSF10D"
"2718","TNFRSF11A"
"2719","TNFRSF12A"
"2720","TNFRSF13B"
"2721","TNFRSF13C"
"2722","TNFRSF14"
"2723","TNFRSF17"
"2724","TNFRSF18"
"2725","TNFRSF19"
"2726","TNFRSF1A"
"2727","TNFRSF1B"
"2728","TNFRSF21"
"2729","TNFRSF25"
"2730","TNFRSF4"
"2731","TNFRSF8"
"2732","TNFRSF9"
"2733","TNFSF10"
"2734","TNFSF11"
"2735","TNFSF13"
"2736","TNFSF13B"
"2737","TNFSF14"
"2738","TNFSF15"
"2739","TNFSF18"
"2740","TNFSF4"
"2741","TNFSF8"
"2742","TP53I13"
"2743","TPBG"
"2744","TPBGL"
"2745","TPCN1"
"2746","TPO"
"2747","TPRA1"
"2748","TPSG1"
"2749","TRABD2A"
"2750","TRABD2B"
"2751","TRAT1"
"2752","TREH"
"2753","TREM1"
"2754","TREM2"
"2755","TREML2"
"2756","TRGC2"
"2757","TRHDE"
"2758","TRHR"
"2759","TRIL"
"2760","TRPV2"
"2761","TRPV4"
"2762","TRPV5"
"2763","TRPV6"
"2764","TSHR"
"2765","TSPAN1"
"2766","TSPAN11"
"2767","TSPAN13"
"2768","TSPAN14"
"2769","TSPAN15"
"2770","TSPAN17"
"2771","TSPAN18"
"2772","TSPAN2"
"2773","TSPAN3"
"2774","TSPAN31"
"2775","TSPAN33"
"2776","TSPAN4"
"2777","TSPAN5"
"2778","TSPAN6"
"2779","TSPAN7"
"2780","TSPAN8"
"2781","TSPAN9"
"2782","TTYH1"
"2783","TTYH2"
"2784","TTYH3"
"2785","TXNDC15"
"2786","TYR"
"2787","TYRO3"
"2788","TYRP1"
"2789","UBAC2"
"2790","UGT8"
"2791","ULBP1"
"2792","ULBP2"
"2793","ULBP3"
"2794","UMOD"
"2795","UMODL1"
"2796","UNC5A"
"2797","UNC5B"
"2798","UNC5C"
"2799","UNC5D"
"2800","UNC93A"
"2801","UNC93B1"
"2802","UPK1A"
"2803","UPK1B"
"2804","UPK2"
"2805","UPK3A"
"2806","UPK3B"
"2807","UPK3BL"
"2808","USH2A"
"2809","UTS2R"
"2810","VASN"
"2811","VCAM1"
"2812","VIPR1"
"2813","VIPR2"
"2814","VLDLR"
"2815","VN1R1"
"2816","VN1R2"
"2817","VN1R3"
"2818","VN1R4"
"2819","VNN1"
"2820","VNN2"
"2821","VNN3"
"2822","VPREB1"
"2823","VSIG1"
"2824","VSIG10"
"2825","VSIG10L"
"2826","VSIG2"
"2827","VSIG8"
"2828","VSTM1"
"2829","VSTM4"
"2830","VSTM5"
"2831","VTCN1"
"2832","XCR1"
"2833","XKR3"
"2834","XPNPEP2"
"2835","ZACN"
"2836","ZAN"
"2837","ZDHHC11"
"2838","ZDHHC11B"
"2839","ZDHHC5"
"2840","ZFYVE27"
"2841","ZNRF4"
"2842","ZP1"
"2843","ZP2"
"2844","ZP3"
"2845","ZP4"
"2846","ZPLD1"
