ENSMUSP00000000033
ENSMUSP00000033057
ENSMUSP00000033096
ENSMUSP00000033185
ENSMUSP00000033263
ENSMUSP00000033389
ENSMUSP00000033450
ENSMUSP00000033650
ENSMUSP00000033741
ENSMUSP00000033936
ENSMUSP00000033941
ENSMUSP00000034187
ENSMUSP00000034231
ENSMUSP00000034232
ENSMUSP00000034261
ENSMUSP00000034584
ENSMUSP00000034585
ENSMUSP00000034699
ENSMUSP00000034731
ENSMUSP00000035061
ENSMUSP00000035077
ENSMUSP00000035158
ENSMUSP00000035163
ENSMUSP00000035211
ENSMUSP00000038559
ENSMUSP00000041483
ENSMUSP00000041088
ENSMUSP00000039600
ENSMUSP00000040345
ENSMUSP00000046810
ENSMUSP00000035271
ENSMUSP00000042642
ENSMUSP00000038126
ENSMUSP00000040310
ENSMUSP00000041427
ENSMUSP00000037408
ENSMUSP00000040877
ENSMUSP00000037536
ENSMUSP00000039804
ENSMUSP00000044918
ENSMUSP00000048125
ENSMUSP00000049095
ENSMUSP00000041579
ENSMUSP00000041855
ENSMUSP00000046692
ENSMUSP00000048079
ENSMUSP00000048721
ENSMUSP00000047730
ENSMUSP00000048334
ENSMUSP00000040405
ENSMUSP00000040071
ENSMUSP00000040684
ENSMUSP00000045856
ENSMUSP00000043837
ENSMUSP00000038366
ENSMUSP00000035579
ENSMUSP00000048962
ENSMUSP00000036974
ENSMUSP00000043203
ENSMUSP00000045571
ENSMUSP00000043849
ENSMUSP00000044072
ENSMUSP00000035551
ENSMUSP00000041519
ENSMUSP00000048836
ENSMUSP00000036747
ENSMUSP00000040246
ENSMUSP00000045892
ENSMUSP00000046311
ENSMUSP00000047291
ENSMUSP00000044177
ENSMUSP00000049161
ENSMUSP00000040755
ENSMUSP00000045118
ENSMUSP00000035489
ENSMUSP00000036529
ENSMUSP00000039472
ENSMUSP00000048607
ENSMUSP00000037018
ENSMUSP00000043369
ENSMUSP00000044352
ENSMUSP00000044858
ENSMUSP00000045465
ENSMUSP00000048555
ENSMUSP00000055757
ENSMUSP00000060617
ENSMUSP00000058860
ENSMUSP00000052302
ENSMUSP00000061488
ENSMUSP00000056916
ENSMUSP00000060402
ENSMUSP00000053932
ENSMUSP00000049729
ENSMUSP00000061683
ENSMUSP00000059585
ENSMUSP00000061578
ENSMUSP00000061533
ENSMUSP00000054499
ENSMUSP00000056720
ENSMUSP00000056935
ENSMUSP00000054085
ENSMUSP00000056377
ENSMUSP00000058761
ENSMUSP00000051652
ENSMUSP00000054637
ENSMUSP00000055599
ENSMUSP00000049678
ENSMUSP00000058951
ENSMUSP00000054210
ENSMUSP00000056483
ENSMUSP00000053977
ENSMUSP00000061519
ENSMUSP00000062865
ENSMUSP00000061185
ENSMUSP00000056900
ENSMUSP00000051199
ENSMUSP00000053238
ENSMUSP00000056836
ENSMUSP00000056669
ENSMUSP00000058025
ENSMUSP00000055404
ENSMUSP00000061704
ENSMUSP00000056668
ENSMUSP00000053923
ENSMUSP00000060836
ENSMUSP00000069833
ENSMUSP00000070494
ENSMUSP00000068402
ENSMUSP00000067057
ENSMUSP00000069318
ENSMUSP00000067022
ENSMUSP00000067553
ENSMUSP00000066536
ENSMUSP00000068053
ENSMUSP00000067539
ENSMUSP00000070018
ENSMUSP00000070130
ENSMUSP00000070368
ENSMUSP00000064808
ENSMUSP00000063800
ENSMUSP00000065393
ENSMUSP00000070840
ENSMUSP00000065102
ENSMUSP00000071627
ENSMUSP00000071662
ENSMUSP00000072352
ENSMUSP00000072682
ENSMUSP00000073081
ENSMUSP00000073286
ENSMUSP00000073720
ENSMUSP00000073950
ENSMUSP00000074201
ENSMUSP00000074404
ENSMUSP00000074436
ENSMUSP00000074589
ENSMUSP00000074885
ENSMUSP00000074965
ENSMUSP00000075365
ENSMUSP00000075425
ENSMUSP00000075459
ENSMUSP00000075472
ENSMUSP00000075756
ENSMUSP00000076120
ENSMUSP00000076851
ENSMUSP00000077074
ENSMUSP00000077909
ENSMUSP00000077918
ENSMUSP00000078134
ENSMUSP00000078221
ENSMUSP00000078485
ENSMUSP00000078623
ENSMUSP00000078705
ENSMUSP00000078709
ENSMUSP00000078847
ENSMUSP00000079400
ENSMUSP00000079579
ENSMUSP00000080059
ENSMUSP00000080469
ENSMUSP00000080501
ENSMUSP00000080550
ENSMUSP00000080731
ENSMUSP00000080851
ENSMUSP00000081004
ENSMUSP00000081011
ENSMUSP00000081044
ENSMUSP00000081545
ENSMUSP00000082438
ENSMUSP00000082548
ENSMUSP00000082588
ENSMUSP00000082952
ENSMUSP00000083097
ENSMUSP00000083620
ENSMUSP00000083666
ENSMUSP00000084073
ENSMUSP00000084772
ENSMUSP00000084910
ENSMUSP00000085192
ENSMUSP00000085346
ENSMUSP00000085594
ENSMUSP00000085693
ENSMUSP00000085915
ENSMUSP00000086347
ENSMUSP00000086443
ENSMUSP00000086616
ENSMUSP00000087231
ENSMUSP00000087327
ENSMUSP00000102749
ENSMUSP00000088324
ENSMUSP00000088491
ENSMUSP00000089267
ENSMUSP00000089800
ENSMUSP00000089801
ENSMUSP00000090304
ENSMUSP00000091505
ENSMUSP00000091541
ENSMUSP00000091685
ENSMUSP00000091713
ENSMUSP00000091895
ENSMUSP00000091906
ENSMUSP00000093005
ENSMUSP00000093076
ENSMUSP00000094238
ENSMUSP00000094667
ENSMUSP00000095165
ENSMUSP00000095426
ENSMUSP00000095549
ENSMUSP00000095726
ENSMUSP00000096159
ENSMUSP00000096264
ENSMUSP00000096270
ENSMUSP00000096492
ENSMUSP00000096555
ENSMUSP00000097250
ENSMUSP00000097820
ENSMUSP00000097866
ENSMUSP00000097987
ENSMUSP00000098149
ENSMUSP00000098184
ENSMUSP00000098242
ENSMUSP00000099636
ENSMUSP00000099660
ENSMUSP00000099794
ENSMUSP00000099871
ENSMUSP00000099943
ENSMUSP00000100019
ENSMUSP00000099360
ENSMUSP00000099385
ENSMUSP00000099511
ENSMUSP00000099512
ENSMUSP00000099520
ENSMUSP00000099521
ENSMUSP00000100923
ENSMUSP00000100924
ENSMUSP00000101150
ENSMUSP00000101430
ENSMUSP00000101552
ENSMUSP00000101553
ENSMUSP00000101554
ENSMUSP00000101555
ENSMUSP00000101556
ENSMUSP00000101620
ENSMUSP00000101621
ENSMUSP00000101695
ENSMUSP00000101801
ENSMUSP00000102150
ENSMUSP00000102319
ENSMUSP00000102320
ENSMUSP00000102548
ENSMUSP00000102716
ENSMUSP00000102849
ENSMUSP00000103166
ENSMUSP00000103167
ENSMUSP00000103388
ENSMUSP00000103390
ENSMUSP00000103608
ENSMUSP00000103653
ENSMUSP00000103765
ENSMUSP00000104091
ENSMUSP00000104166
ENSMUSP00000104939
ENSMUSP00000105058
ENSMUSP00000105162
ENSMUSP00000105272
ENSMUSP00000105368
ENSMUSP00000105615
ENSMUSP00000105616
ENSMUSP00000105617
ENSMUSP00000105618
ENSMUSP00000105619
ENSMUSP00000105620
ENSMUSP00000105730
ENSMUSP00000105868
ENSMUSP00000105953
ENSMUSP00000106865
ENSMUSP00000106867
ENSMUSP00000107349
ENSMUSP00000107579
ENSMUSP00000107702
ENSMUSP00000107746
ENSMUSP00000107748
ENSMUSP00000107954
ENSMUSP00000108209
ENSMUSP00000108264
ENSMUSP00000108332
ENSMUSP00000108889
ENSMUSP00000108899
ENSMUSP00000109126
ENSMUSP00000109154
ENSMUSP00000109871
ENSMUSP00000109890
ENSMUSP00000109893
ENSMUSP00000110099
ENSMUSP00000110126
ENSMUSP00000110135
ENSMUSP00000110353
ENSMUSP00000110492
ENSMUSP00000110662
ENSMUSP00000111097
ENSMUSP00000111474
ENSMUSP00000113419
ENSMUSP00000112665
ENSMUSP00000113424
ENSMUSP00000113358
ENSMUSP00000113444
ENSMUSP00000113141
ENSMUSP00000112891
ENSMUSP00000113400
ENSMUSP00000112482
ENSMUSP00000114076
ENSMUSP00000114120
ENSMUSP00000113674
ENSMUSP00000113413
ENSMUSP00000113931
ENSMUSP00000113177
ENSMUSP00000112472
ENSMUSP00000112878
ENSMUSP00000113152
ENSMUSP00000113703
ENSMUSP00000113905
ENSMUSP00000119175
ENSMUSP00000118062
ENSMUSP00000134812
ENSMUSP00000119150
ENSMUSP00000119977
ENSMUSP00000117898
ENSMUSP00000120860
ENSMUSP00000122389
ENSMUSP00000118291
ENSMUSP00000119152
ENSMUSP00000118348
ENSMUSP00000115892
ENSMUSP00000123469
ENSMUSP00000119278
ENSMUSP00000115173
ENSMUSP00000138683
ENSMUSP00000122653
ENSMUSP00000120471
ENSMUSP00000122863
ENSMUSP00000114512
ENSMUSP00000114398
ENSMUSP00000117522
ENSMUSP00000123628
ENSMUSP00000114693
ENSMUSP00000114610
ENSMUSP00000117117
ENSMUSP00000119205
ENSMUSP00000124305
ENSMUSP00000123875
ENSMUSP00000123979
ENSMUSP00000124331
ENSMUSP00000124052
ENSMUSP00000124459
ENSMUSP00000124643
ENSMUSP00000131391
ENSMUSP00000131431
ENSMUSP00000130917
ENSMUSP00000130458
ENSMUSP00000125789
ENSMUSP00000128431
ENSMUSP00000133016
ENSMUSP00000128325
ENSMUSP00000127275
ENSMUSP00000127242
ENSMUSP00000126074
ENSMUSP00000131789
ENSMUSP00000126371
ENSMUSP00000132032
ENSMUSP00000132259
ENSMUSP00000130924
ENSMUSP00000128621
ENSMUSP00000132778
ENSMUSP00000131002
ENSMUSP00000133024
ENSMUSP00000126768
ENSMUSP00000132215
ENSMUSP00000129964
ENSMUSP00000126798
ENSMUSP00000127165
ENSMUSP00000127666
ENSMUSP00000128440
ENSMUSP00000127798
ENSMUSP00000134558
ENSMUSP00000133359
ENSMUSP00000133371
ENSMUSP00000133302
ENSMUSP00000134622
ENSMUSP00000134160
ENSMUSP00000133862
ENSMUSP00000135292
ENSMUSP00000134765
ENSMUSP00000137284
ENSMUSP00000136552
ENSMUSP00000137476
ENSMUSP00000136040
ENSMUSP00000136894
ENSMUSP00000137025
ENSMUSP00000137445
ENSMUSP00000137437
ENSMUSP00000137101
ENSMUSP00000136622
ENSMUSP00000137577
ENSMUSP00000139347
